Gene,Non-unique Gene name,Annotation,GCA_053309155.1,GCA_053309175.1,GCA_053309195.1,GCA_053309215.1,GCA_054952405.1,GCA_054952445.1,GCA_054952645.1,GCA_055485485.1,GCA_055485515.1,GCA_055721525.1,GCA_055721545.1,GCA_055721565.1,GCA_055721585.1,GCA_055721605.1,GCA_055721625.1,GCA_055721645.1,GCA_055721665.1,GCA_055721685.1,GCA_055721705.1,GCA_060056565.1,GCA_060056645.1
group_347,,hypothetical protein,,,,,,,,JLBILKMH_00768,MCHNEBJF_00768,,,,,,,,,,,DOCONFGL_02037,PNJFOIHC_04450
dnaB_1,dnaB_1,Replicative DNA helicase DnaB,,,,,,,,JLBILKMH_00737,MCHNEBJF_00737,,,,,,,,,,,DOCONFGL_02006,PNJFOIHC_04481
group_346,,IS1182 family transposase ISCfr1,,,,,,,,JLBILKMH_02240,MCHNEBJF_02240,,,,,,,,,,,DOCONFGL_03553,PNJFOIHC_02941
group_332,,hypothetical protein,,,,,,,,JLBILKMH_03226,MCHNEBJF_03229,,,,,,,,,,,DOCONFGL_04471,PNJFOIHC_01941
group_313,,hypothetical protein,,,,,,,,JLBILKMH_00776,MCHNEBJF_00776,,,,,,,,,,,DOCONFGL_02045,PNJFOIHC_04443
group_289,,hypothetical protein,,,,,,,,JLBILKMH_00764,MCHNEBJF_00764,,,,,,,,,,,DOCONFGL_02033,PNJFOIHC_04454
group_268,,hypothetical protein,,,,,,,,JLBILKMH_00778,MCHNEBJF_00778,,,,,,,,,,,DOCONFGL_02047,PNJFOIHC_04441
group_245,,hypothetical protein,,,,,,,,JLBILKMH_00773,MCHNEBJF_00773,,,,,,,,,,,DOCONFGL_02042,PNJFOIHC_04446
adhE_2,adhE_2,Bifunctional aldehyde-alcohol dehydrogenase AdhE,,MKEIHBDH_02681,,FPEEIIMM_00608,,,,,,,,,,,KAONMONA_02064,,,,EGDJDACD_00324,,
yveA,yveA,Aspartate-proton symporter,,MKEIHBDH_02631,,FPEEIIMM_00656,,,,,,,,,,,KAONMONA_02115,,PCAPKKMB_00680,,,,
group_242,,Alpha-ketoglutaric semialdehyde dehydrogenase,,MKEIHBDH_02632,,FPEEIIMM_00655,,,,,,,,,,,KAONMONA_02114,,PCAPKKMB_00679,,,,
group_236,,hypothetical protein,,,,,,,,JLBILKMH_00738,MCHNEBJF_00738,,,,,,,,,,,DOCONFGL_02007,PNJFOIHC_04480
pal_4,pal_4,Peptidoglycan-associated lipoprotein,,MKEIHBDH_04727,AEDCGGIJ_03642,,,,,,,,,,,,KAONMONA_05115,,,PJHHOHPP_00416,,,
group_216,,hypothetical protein,,,,,,,,JLBILKMH_01382,MCHNEBJF_01382,,,,,,,,,,,DOCONFGL_02709,PNJFOIHC_03813
group_198,,hypothetical protein,,,,,,,,JLBILKMH_03625,MCHNEBJF_03628,,,,,,,,,,,DOCONFGL_04813,PNJFOIHC_01652
group_192,,hypothetical protein,,,,,,,,JLBILKMH_01214,MCHNEBJF_01214,,,,,,,,,,,DOCONFGL_02485,PNJFOIHC_03979
tssF1_4,tssF1_4,Type VI secretion system component TssF1,,MKEIHBDH_04742,AEDCGGIJ_03626,,,,,,,,,,,,KAONMONA_05101,,,PJHHOHPP_00400,,,
group_152,,hypothetical protein,,,,,,,,JLBILKMH_01394,MCHNEBJF_01394,,,,,,,,,,,DOCONFGL_02721,PNJFOIHC_03801
group_147,,hypothetical protein,,,,,,,,JLBILKMH_01231,MCHNEBJF_01231,,,,,,,,,,,DOCONFGL_02502,PNJFOIHC_03962
group_143,,hypothetical protein,,,,FPEEIIMM_03211,DEGACDFD_03190,MHALECEH_05882,,,,,,,,,,JBBCKIFO_04881,,,,,
group_138,,hypothetical protein,,,,,,,,JLBILKMH_02919,MCHNEBJF_02921,,,,,,,,,,,DOCONFGL_04238,PNJFOIHC_02253
group_120,,hypothetical protein,,,,,,,,JLBILKMH_00753,MCHNEBJF_00753,,,,,,,,,,,DOCONFGL_02022,PNJFOIHC_04465
group_92,,hypothetical protein,,,,,,,,JLBILKMH_04701,MCHNEBJF_04706,,,,,,,,,,,DOCONFGL_00687,PNJFOIHC_00591
group_91,,hypothetical protein,,,,,,,,JLBILKMH_04265,MCHNEBJF_04268,,,,,,,,,,,DOCONFGL_00255,PNJFOIHC_01024
group_89,,hypothetical protein,,,,,,,,JLBILKMH_01206,MCHNEBJF_01206,,,,,,,,,,,DOCONFGL_02477,PNJFOIHC_03987
group_75,,hypothetical protein,,,,,,,,JLBILKMH_01390,MCHNEBJF_01390,,,,,,,,,,,DOCONFGL_02717,PNJFOIHC_03805
group_68,,hypothetical protein,,,,,,,,JLBILKMH_01393,MCHNEBJF_01393,,,,,,,,,,,DOCONFGL_02720,PNJFOIHC_03802
group_63,,hypothetical protein,,,,,,,,JLBILKMH_03599,MCHNEBJF_03602,,,,,,,,,,,DOCONFGL_04787,PNJFOIHC_01678
group_62,,hypothetical protein,,,,,,,,JLBILKMH_01237,MCHNEBJF_01237,,,,,,,,,,,DOCONFGL_02508,PNJFOIHC_03956
group_52,,hypothetical protein,,,,,,,,JLBILKMH_01395,MCHNEBJF_01395,,,,,,,,,,,DOCONFGL_02722,PNJFOIHC_03800
group_50,,hypothetical protein,,,,,,,,JLBILKMH_00766,MCHNEBJF_00766,,,,,,,,,,,DOCONFGL_02035,PNJFOIHC_04452
group_41,,hypothetical protein,,,,,,,,JLBILKMH_03606,MCHNEBJF_03609,,,,,,,,,,,DOCONFGL_04794,PNJFOIHC_01671
group_36,,hypothetical protein,,,,,,,,JLBILKMH_02906,MCHNEBJF_02908,,,,,,,,,,,DOCONFGL_04225,PNJFOIHC_02268
group_30,,hypothetical protein,,MKEIHBDH_01530,AEDCGGIJ_03942,,,,,,,,,,,,KAONMONA_03219,,,PJHHOHPP_00717,,,
group_19,,hypothetical protein,,MKEIHBDH_04738,AEDCGGIJ_03630,,,,,,,,,,,,KAONMONA_05105,,,PJHHOHPP_00404,,,
cutC_2,cutC_2,Choline trimethylamine-lyase,,MKEIHBDH_02684,,FPEEIIMM_00605,,,,,,,,,,,KAONMONA_02061,,,,EGDJDACD_00327,,
group_4946,,hypothetical protein,,,,FPEEIIMM_01244,,MHALECEH_03067,,,,HOLFJHIJ_04146,,,,,,,,,,,
group_4932,,hypothetical protein;IS66 family transposase ISCfr14;IS66 family transposase ISSgsp1,,,,,,MHALECEH_05381,,,,,ALMEEEHM_05204,,,,,JBBCKIFO_05335,,,,,
group_4926,,IS3 family transposase IS2;hypothetical protein,,,,,DEGACDFD_05087,,,,,,,,,,,,PCAPKKMB_00532,,,DOCONFGL_05257,
group_4917,,Tn3 family transposase IS3000,,,,FPEEIIMM_05106,,,,,,,ALMEEEHM_02814,,,,,JBBCKIFO_05205,,,,,
group_4907,,hypothetical protein,,,AEDCGGIJ_01201,,,,,,,HOLFJHIJ_03230,,,,,,,,PJHHOHPP_03232,,,
group_4847,,hypothetical protein,,,,,,MHALECEH_04182,,,,HOLFJHIJ_00574,ALMEEEHM_01157,,,,,,,,,,
group_4839,dnaB_2,Replicative DNA helicase DnaB,,,AEDCGGIJ_01171,FPEEIIMM_01233,,,,,,,,,,,,,,PJHHOHPP_03202,,,
srpC_2,;srpC_2,hypothetical protein;putative chromate transport protein,,,,,,,,,,HOLFJHIJ_05215,,,,,,,,,EGDJDACD_05304,,PNJFOIHC_05458
group_4793,,hypothetical protein,,,AEDCGGIJ_03831,,,,,,,,ALMEEEHM_01002,,,,,,,PJHHOHPP_00606,,,
iolG_2~~~iolG_6,iolG_2;iolG_6,Myo-inositol 2-dehydrogenase,,,AEDCGGIJ_03991,,DEGACDFD_00439,,,,,,,,,,,,,PJHHOHPP_00766,,,
dgcC,dgcC,putative diguanylate cyclase DgcC,,,,FPEEIIMM_02013,DEGACDFD_01872,,,,,,,,,,,,PCAPKKMB_01967,,,,
group_4740,,Beta-lactamase OXA-48,,,,,,,,,,,,BFKKNDMN_05424,BOEGCKIF_05424,AONLONOO_05013,,,,,,,
group_4715,,hypothetical protein,,,,,,MHALECEH_05948,,JLBILKMH_05317,MCHNEBJF_05322,,,,,,,,,,,,
srlE_1,srlE_1,PTS system glucitol/sorbitol-specific EIIB component,,,AEDCGGIJ_03990,,DEGACDFD_00440,,,,,,,,,,,,,PJHHOHPP_00765,,,
group_4703,,hypothetical protein,,,,,,,OGHMHICF_03362,,,HOLFJHIJ_04161,,,,,,,PCAPKKMB_02162,,,,
group_4684,,hypothetical protein,,,,,,MHALECEH_05949,,JLBILKMH_05316,MCHNEBJF_05321,,,,,,,,,,,,
group_4663,,hypothetical protein,,,,,,,,,,,ALMEEEHM_05514,,,,,JBBCKIFO_05303,,,EGDJDACD_05494,,
clsA_3~~~clsA_2,clsA_3;clsA_2,Cardiolipin synthase A,,MKEIHBDH_05330,,,,,,,,,,,,,KAONMONA_05354,,,,EGDJDACD_05555,,
group_4659,,hypothetical protein,,MKEIHBDH_02043,,,,MHALECEH_03047,,,,,,,,,KAONMONA_02701,,,,,,
group_4657,,hypothetical protein,,,,FPEEIIMM_02014,DEGACDFD_01873,,,,,,,,,,,,PCAPKKMB_01968,,,,
group_4642,,hypothetical protein,,MKEIHBDH_04365,,FPEEIIMM_03943,,,,,,,,,,,KAONMONA_00364,,,,,,
group_4632,,hypothetical protein,,,,,,,,,,,ALMEEEHM_05515,,,,,JBBCKIFO_05304,,,EGDJDACD_05493,,
group_4631,,hypothetical protein,,,,FPEEIIMM_02543,,,,,,HOLFJHIJ_04631,,,,,,,PCAPKKMB_02579,,,,
group_4629,,hypothetical protein,,MKEIHBDH_04750,,,,,,,,,,,,,KAONMONA_05093,,,PJHHOHPP_00392,,,
cysS_2,cysS_2;,Cysteine--tRNA ligase;hypothetical protein,,,,FPEEIIMM_03233;FPEEIIMM_03234,DEGACDFD_03213,,,,,,,,,,,JBBCKIFO_04856,,,,,
group_4608,,hypothetical protein,,,,,,,OGHMHICF_03373,,,HOLFJHIJ_04259,,,,,,,PCAPKKMB_02174,,,,
group_4606,,IS3 family transposase ISSty2,,,AEDCGGIJ_02767,FPEEIIMM_04861,,,,,,,,,,,,,,PJHHOHPP_04803,,,
arsC_2~~~arsC_3,arsC_2;arsC_3,Arsenate reductase,,MKEIHBDH_05387,,FPEEIIMM_05247,,,,,,,,,,,,,,,,,PNJFOIHC_05319
arsA~~~arsA_4,arsA;arsA_4,arsenite efflux transporter ATPase subunit ArsA,,MKEIHBDH_05385,,FPEEIIMM_05245,,,,,,,,,,,,,,,,,PNJFOIHC_05317
group_4577,,hypothetical protein,,,AEDCGGIJ_01169,FPEEIIMM_01231,,,,,,,,,,,,,,PJHHOHPP_03200,,,
group_4576,,hypothetical protein,,MKEIHBDH_02037,,,,,,,,HOLFJHIJ_03197,,,,,KAONMONA_02707,,,,,,
arsD~~~arsD_3,arsD;arsD_3,Arsenical resistance operon trans-acting repressor ArsD,,MKEIHBDH_05384,,FPEEIIMM_05244,,,,,,,,,,,,,,,,,PNJFOIHC_05316
umuC_6,umuC_6,Protein UmuC,,,,,,,,JLBILKMH_05543,MCHNEBJF_05542,,,,,,,,,,,DOCONFGL_05596,
group_4525,,hypothetical protein,,,,,,MHALECEH_05947,,JLBILKMH_05318,MCHNEBJF_05323,,,,,,,,,,,,
group_4524,,hypothetical protein,,,,,,MHALECEH_05945,,JLBILKMH_05320,MCHNEBJF_05325,,,,,,,,,,,,
group_4515,,hypothetical protein,,,AEDCGGIJ_00512,FPEEIIMM_00550,,,,,,,,,,,,,,PJHHOHPP_02543,,,
group_4499,srlB_1,PTS system glucitol/sorbitol-specific EIIA component,,,AEDCGGIJ_03989,,DEGACDFD_00441,,,,,,,,,,,,,PJHHOHPP_00764,,,
group_4498,,hypothetical protein,,,AEDCGGIJ_03987,,DEGACDFD_00443,,,,,,,,,,,,,PJHHOHPP_00762,,,
group_4475,,hypothetical protein,,MKEIHBDH_05328,,,,,,,,,,,,,KAONMONA_05352,,,,EGDJDACD_05553,,
group_4474,,hypothetical protein,,,AEDCGGIJ_03246,,,,,,,,,,,,,,,PJHHOHPP_00021,,DOCONFGL_02544,
mntH_1,mntH_1,Divalent metal cation transporter MntH,,,AEDCGGIJ_00413,,,,OGHMHICF_01704,,,,,,,,,,,PJHHOHPP_02443,,,
ccrMIM~~~yhdJ,ccrMIM;yhdJ,DNA methyltransferase CcrM;DNA adenine methyltransferase YhdJ,,,,,,MHALECEH_05950,,JLBILKMH_05315,MCHNEBJF_05320,,,,,,,,,,,,
group_4381,,hypothetical protein,,,,,,,,JLBILKMH_03239,MCHNEBJF_03242,,,,,,,,,,,DOCONFGL_04484,
acsA~~~acs_2,acsA;acs_2,Acetyl-coenzyme A synthetase,,,,,DEGACDFD_05179,,OGHMHICF_05078,,,,,,,,,,,,,DOCONFGL_05392,
group_4380,,hypothetical protein,,,,,,MHALECEH_05944,,JLBILKMH_05321,MCHNEBJF_05326,,,,,,,,,,,,
group_4368,,hypothetical protein,,MKEIHBDH_01932,,,,,OGHMHICF_02523,,,,,,,,KAONMONA_02813,,,,,,
group_4362,,hypothetical protein,,,,,,MHALECEH_05049,,,,,ALMEEEHM_05588,,,,,,,,18_refound_213_pseudo,,
group_4334,,IS6 family transposase IS6100,,,,,,,,,,HOLFJHIJ_05213,ALMEEEHM_05314,,,,,,,,EGDJDACD_05302,,
group_4333,,hypothetical protein,,,,,,,,,,,ALMEEEHM_05513,,,,,JBBCKIFO_05302,,,EGDJDACD_05495,,
group_4323,,IS6 family transposase IS26,,,AEDCGGIJ_03107,,,,,,,,ALMEEEHM_02817,,,,,,,PJHHOHPP_05143,,,
group_4320,,hypothetical protein,,MKEIHBDH_05329,,,,,,,,,,,,,KAONMONA_05353,,,,EGDJDACD_05554,,
group_4308,,hypothetical protein,,MKEIHBDH_04779,,,,,,,,HOLFJHIJ_00183,,,,,KAONMONA_05065,,,,,,
group_4301,,hypothetical protein,,MKEIHBDH_02277,,,,,,,,,,,,,KAONMONA_02467,,PCAPKKMB_01025;PCAPKKMB_01024,,,,
cysS_3~~~cysS_2,cysS_3;cysS_2,Cysteine--tRNA ligase,,,,,DEGACDFD_05294,,OGHMHICF_05215;OGHMHICF_05214,,,,,,,,,,,,,DOCONFGL_05280,
group_4245,,hypothetical protein,,MKEIHBDH_04778,,,,,,,,HOLFJHIJ_00184,,,,,KAONMONA_05066,,,,,,
group_4224,,hypothetical protein,,,AEDCGGIJ_02864,,,,OGHMHICF_04177,,,,,,,,,,,PJHHOHPP_04901,,,
tacA1_1~~~tacA1,tacA1_1;tacA1,Antitoxin TacA1,,,,,DEGACDFD_05181,,OGHMHICF_05076,,,,,,,,,,,,,DOCONFGL_05390,
pirA~~~iroN_2,pirA;iroN_2,Ferric enterobactin receptor PirA;siderophore salmochelin receptor IroN,,,,,DEGACDFD_05260,,OGHMHICF_05029,,,,,,,,,,,,,DOCONFGL_05308,
group_4193,,hypothetical protein,,,AEDCGGIJ_02867,,,,OGHMHICF_04180,,,,,,,,,,,PJHHOHPP_04904,,,
group_4162,,hypothetical protein,,,AEDCGGIJ_00933,FPEEIIMM_00998,,,,,,,,,,,,,,PJHHOHPP_02964,,,
group_4145,,hypothetical protein,,,,FPEEIIMM_05256,,MHALECEH_05391,,,,,ALMEEEHM_05243,,,,,,,,,,
group_4142,,hypothetical protein,,,,,,,,JLBILKMH_04711,MCHNEBJF_04716,,,,,,,,,,,,PNJFOIHC_00580
papC~~~steB,papC;;steB,Outer membrane usher protein PapC;hypothetical protein;fimbrial biogenesis outer membrane usher protein SteB,,MKEIHBDH_02272;MKEIHBDH_02271,,,,,,,,,,,,,KAONMONA_02472,,PCAPKKMB_01030,,,,
group_4116,,hypothetical protein,,,,,,,,,,,ALMEEEHM_05516,,,,,JBBCKIFO_05305,,,EGDJDACD_05492,,
group_4085,,hypothetical protein,,MKEIHBDH_02036,,,,,,,,HOLFJHIJ_03198,,,,,KAONMONA_02708,,,,,,
umuC_4~~~umuC_2,umuC_4;umuC_2,Protein UmuC,,,AEDCGGIJ_05279,,,,,,,,,,,,,JBBCKIFO_05544,,PJHHOHPP_05284,,,
group_4003,,hypothetical protein,,,,,DEGACDFD_05175,,OGHMHICF_05082,,,,,,,,,,,,,DOCONFGL_05396,
group_3985,,hypothetical protein,,,AEDCGGIJ_03243,,,,,,,,,,,,,,,PJHHOHPP_00018,,DOCONFGL_02547,
nikE_2~~~oppF_4,nikE_2;oppF_4,Nickel import ATP-binding protein NikE;Oligopeptide transport ATP-binding protein OppF,,,,,DEGACDFD_05282,,OGHMHICF_05228,,,,,,,,,,,,,DOCONFGL_05294,
group_3946,,ISNCY family transposase ISBcen27,,MKEIHBDH_00737,,,,,,,,,,,,,KAONMONA_04016,,,,EGDJDACD_03476,,
group_3929,,Putative flavoprotein monooxygenase,,,,,DEGACDFD_05293,,OGHMHICF_05216,,,,,,,,,,,,,DOCONFGL_05283,
group_3916,,hypothetical protein,,,,,,,,JLBILKMH_05485,MCHNEBJF_05496,,,,,,,,,,,DOCONFGL_05630,
group_3858,,IS5 family transposase IS903,,,,,,,,JLBILKMH_03236,MCHNEBJF_03239,,,,,,,,,,,,PNJFOIHC_05504
group_3855,,IS3 family transposase ISKpn18,,,,,,,,JLBILKMH_01319,MCHNEBJF_01319,,,,,,,,,,,DOCONFGL_02646,
group_3854,,IS3 family transposase ISKpn18,,,,,,,,JLBILKMH_00634,MCHNEBJF_00634,,,,,,,,,,,,PNJFOIHC_04562
group_3851,,IS3 family transposase ISKpn18,,,,,,,,JLBILKMH_01320,MCHNEBJF_01320,,,,,,,,,,,DOCONFGL_02647,
group_3850,,IS3 family transposase ISKpn18,,,,,,,,JLBILKMH_00633,MCHNEBJF_00633,,,,,,,,,,,,PNJFOIHC_04563
group_3843,,IS630 family transposase ISEc33,,,,,,MHALECEH_00744,,,,,ALMEEEHM_05580,,,,,JBBCKIFO_00602,,,,,
group_3827,,hypothetical protein,,,,,DEGACDFD_05295,,OGHMHICF_05213,,,,,,,,,,,,,DOCONFGL_05279,
group_3824,,IS5 family transposase IS903,,,,,,,,JLBILKMH_04044,MCHNEBJF_04047,,,,,,,,,,,,PNJFOIHC_05382
group_3822,,IS5 family transposase IS903,,,,,,,,JLBILKMH_01511,MCHNEBJF_01511,,,,,,,,,,,,PNJFOIHC_05514
group_3820,,hypothetical protein,,,,,DEGACDFD_05296,,OGHMHICF_05212,,,,,,,,,,,,,DOCONFGL_05278,
group_3819,,hypothetical protein,,,,FPEEIIMM_03232,DEGACDFD_03211,,,,,,,,,,,JBBCKIFO_04860,,,,,
group_3818,mntB_3,Manganese transport system membrane protein MntB,,,,FPEEIIMM_03225,DEGACDFD_03204,,,,,,,,,,,JBBCKIFO_04867,,,,,
mntB_2,mntB_2,Manganese transport system membrane protein MntB,,,,FPEEIIMM_03224,DEGACDFD_03203,,,,,,,,,,,JBBCKIFO_04868,,,,,
group_3812,,hypothetical protein,,,AEDCGGIJ_05376,,,,,,,,,,,,,JBBCKIFO_05683,,PJHHOHPP_05318,,,
group_3801,aadA_1,Aminoglycoside (3'') (9) adenylyltransferase,,,AEDCGGIJ_05347,,,,,,,,,,,,,,,PJHHOHPP_05369,EGDJDACD_05572,,
aadA_1,aadA_1,Aminoglycoside (3'') (9) adenylyltransferase,,,AEDCGGIJ_05298,,,,,,,,ALMEEEHM_05318,,,,,,,PJHHOHPP_05303,,,
group_3788,,IS3 family transposase ISSty2,,,AEDCGGIJ_02768,FPEEIIMM_04862,,,,,,,,,,,,,,PJHHOHPP_04804,,,
group_3785,arsB_pKW301_1,arsenite efflux transporter membrane subunit ArsB,,MKEIHBDH_05386,,FPEEIIMM_05246,,,,,,,,,,,,,,,,,PNJFOIHC_05318
group_3753,,IS1380 family transposase ISEcp1,,,,,,MHALECEH_05154,,,,,,,,,,JBBCKIFO_05246,,,EGDJDACD_05092,,
group_3751,,hypothetical protein,,,,,,,,,,,,BFKKNDMN_05431,BOEGCKIF_05416,AONLONOO_05008,,,,,,,
group_3742,,hypothetical protein,,MKEIHBDH_05280,,,,,,,,,,,,,KAONMONA_05303,JBBCKIFO_05528,,,,,
group_3740,,IS3 family transposase IS1222,,MKEIHBDH_05263,,,,,,,,,,,,,KAONMONA_05287,,,,,,PNJFOIHC_05627
group_3736,yciC,Zinc chaperone YciC,,,,,DEGACDFD_05297,,OGHMHICF_05211,,,,,,,,,,,,,DOCONFGL_05277,
merC,merC,Mercuric transport protein MerC,,,AEDCGGIJ_05329,,,,,,,,ALMEEEHM_05294,,,,,,,PJHHOHPP_05351,,,
group_3723,,IS1 family transposase IS1R,,,AEDCGGIJ_03636,,,,,,,,,,,,,JBBCKIFO_04407,,PJHHOHPP_04181,,,
sul1,sul1,Dihydropteroate synthase type-1,,,,,,MHALECEH_05376,,,,,,,,,,,,,EGDJDACD_05307,,PNJFOIHC_05461
group_3717,emrE,Multidrug transporter EmrE,,,,,,MHALECEH_05962,,,,,ALMEEEHM_05564,,,,,,,,18_refound_210,,
emrE,emrE,Multidrug transporter EmrE,,,,,,MHALECEH_05375,,,,,,,,,,,,,,DOCONFGL_05585,PNJFOIHC_05462
group_3713,,hypothetical protein,,,,,,,,,,,ALMEEEHM_05155,,BOEGCKIF_05475,,,JBBCKIFO_05478,,,,,
group_3710,,hypothetical protein,,,,,,,,,,,ALMEEEHM_05156,,BOEGCKIF_05474,,,JBBCKIFO_05477,,,,,
group_3707,,IS66 family transposase ISEc23,,,,,,,,,,,ALMEEEHM_05157,,BOEGCKIF_05473,,,JBBCKIFO_05476,,,,,
group_3703,,IS481 family transposase ISKpn28,,,,,,,,JLBILKMH_03008,MCHNEBJF_03011,,ALMEEEHM_01548,,,,,,,,,,
group_3697,,hypothetical protein,,MKEIHBDH_04776,,,,,,,,HOLFJHIJ_00186,,,,,KAONMONA_05068,,,,,,
group_3695,,hypothetical protein,,MKEIHBDH_04777,,,,,,,,HOLFJHIJ_00185,,,,,KAONMONA_05067,,,,,,
group_3670,,IS5 family transposase ISKpn26,,,,,,,,,,,ALMEEEHM_05653,,,,,,,,,DOCONFGL_03084,PNJFOIHC_04434
group_3662,,IS5 family transposase ISKpn26,,,,,,,,,,,ALMEEEHM_04843,,,AONLONOO_03805,,,,,,DOCONFGL_05345,
group_3661,,IS5 family transposase ISKpn26,,,,,,,,,,,ALMEEEHM_04841,,,AONLONOO_03801,,,,,,DOCONFGL_05313,
group_3481,,hypothetical protein,,,,,,,,JLBILKMH_05398,MCHNEBJF_05403,,,,,,,,,,,DOCONFGL_05495,
group_3453,,hypothetical protein,,,AEDCGGIJ_00936,3_refound_37_pseudo,,,,,,,,,,,,,,PJHHOHPP_02967,,,
group_3446,,hypothetical protein,,,,,,,,JLBILKMH_03264,MCHNEBJF_03267,,,,,,,,,,,DOCONFGL_04509,
group_3445,,hypothetical protein,,,,,DEGACDFD_05141,,OGHMHICF_05116,,,,,,,,,,,,,DOCONFGL_05203,
group_3429,,hypothetical protein,,,,,DEGACDFD_05286,,OGHMHICF_05224,,,,,,,,,,,,,DOCONFGL_05290,
group_3411,,hypothetical protein,,,,,DEGACDFD_05155,,OGHMHICF_05102,,,,,,,,,,,,,DOCONFGL_05416,
group_3394,,hypothetical protein,,,,,DEGACDFD_05285,,OGHMHICF_05225,,,,,,,,,,,,,DOCONFGL_05291,
group_3392,,hypothetical protein,,,,,DEGACDFD_05148,,OGHMHICF_05108,,,,,,,,,,,,,DOCONFGL_05422,
group_3344,,hypothetical protein,,,,,,,,JLBILKMH_05520,MCHNEBJF_05461,,,,,,,,,,EGDJDACD_05324,,
group_3315,,hypothetical protein,,MKEIHBDH_05265,,,,,,,,,,,,,KAONMONA_05289,,,,,,PNJFOIHC_05625
group_3311,,hypothetical protein,,,AEDCGGIJ_01177,,,MHALECEH_03061,,,,,,,,,,,,PJHHOHPP_03208,,,
group_3286,,hypothetical protein,,,,,,,,JLBILKMH_03261,MCHNEBJF_03264,,,,,,,,,,,DOCONFGL_04506,
group_3272,,hypothetical protein,,,,,,,,JLBILKMH_05306,MCHNEBJF_05311,,,,,,,,,,,DOCONFGL_05445,
group_3258,,hypothetical protein,,,,,,,,JLBILKMH_05519,MCHNEBJF_05462,,,,,,,,,,EGDJDACD_05323,,
group_3191,,hypothetical protein,,,,,,,,JLBILKMH_05394,MCHNEBJF_05399,,,,,,,,,,,DOCONFGL_05491,
group_3166,,hypothetical protein,,,,,DEGACDFD_05291,,OGHMHICF_05218,,,,,,,,,,,,,DOCONFGL_05285,
group_3161,,hypothetical protein,,,AEDCGGIJ_02865,,,,OGHMHICF_04178,,,,,,,,,,,PJHHOHPP_04902,,,
group_3131,,hypothetical protein,,,,,DEGACDFD_05180,,OGHMHICF_05077,,,,,,,,,,,,,DOCONFGL_05391,
group_3121,,hypothetical protein,,,,,,,,JLBILKMH_03258,MCHNEBJF_03261,,,,,,,,,,,DOCONFGL_04503,
group_3106,,hypothetical protein,,,,,,,,JLBILKMH_03287,MCHNEBJF_03290,,,,,,,,,,,DOCONFGL_04532,
group_3080,,hypothetical protein,,,,,DEGACDFD_05259,,OGHMHICF_05030,,,,,,,,,,,,,DOCONFGL_05309,
group_3079,,hypothetical protein,,,AEDCGGIJ_05325,,,,,,,,ALMEEEHM_05625,,,,,,,PJHHOHPP_05347,,,
group_3052,,hypothetical protein,,,,,,,,JLBILKMH_05479,MCHNEBJF_05502,,,,,,,,,,,DOCONFGL_05624,
group_3030,,hypothetical protein,,,,,,MHALECEH_05941,,JLBILKMH_05323,MCHNEBJF_05328,,,,,,,,,,,,
group_3022,,hypothetical protein,,MKEIHBDH_00738,,,,,,,,,,,,,KAONMONA_04015,,,,EGDJDACD_03477,,
group_3016,,hypothetical protein,,,,,,,,JLBILKMH_05488,MCHNEBJF_05493,,,,,,,,,,,DOCONFGL_05552,
group_2999,,hypothetical protein,,MKEIHBDH_05297,,,,,,,,9_refound_85_pseudo,,,,,KAONMONA_05320,,,,,,
umuD_3,umuD_3,Protein UmuD,,,,,,,,JLBILKMH_03241,MCHNEBJF_03244,,,,,,,,,,,DOCONFGL_04486,
group_2968,,hypothetical protein,,,,,,,,JLBILKMH_03243,MCHNEBJF_03246,,,,,,,,,,,DOCONFGL_04488,
group_2967,,hypothetical protein,,,,,,,,JLBILKMH_03242,MCHNEBJF_03245,,,,,,,,,,,DOCONFGL_04487,
group_2921,,hypothetical protein,,,AEDCGGIJ_02866,,,,OGHMHICF_04179,,,,,,,,,,,PJHHOHPP_04903,,,
tnpR_2,tnpR_2,Transposon Tn3 resolvase,,,AEDCGGIJ_05349,,,,,,,,,,,,,,,PJHHOHPP_05371,EGDJDACD_05574,,
group_2906,,hypothetical protein,,,AEDCGGIJ_03321,,,,6_refound_60_pseudo,,,,,,,,,,,PJHHOHPP_00095,,,
group_2904,,hypothetical protein,,MKEIHBDH_05270,,,,,,,,,,,,,KAONMONA_05293,,,,,,PNJFOIHC_05620
group_2863,,hypothetical protein,,MKEIHBDH_04278,,,,,,,,,,,,,KAONMONA_00452,,,,EGDJDACD_01935,,
group_2851,,hypothetical protein,,,,,,,,JLBILKMH_03283,MCHNEBJF_03286,,,,,,,,,,,DOCONFGL_04528,
group_2848,,IS3 family transposase IS1222,,,,,DEGACDFD_05134,,OGHMHICF_05123,,,,,,,,,,,,,DOCONFGL_05210,
group_2846,,hypothetical protein,,,,FPEEIIMM_05026,,,,,,,ALMEEEHM_05699,,,,,JBBCKIFO_05665,,,,,
group_2835,,hypothetical protein,,,,,,,,JLBILKMH_05473,MCHNEBJF_05508,,,,,,,,,,,DOCONFGL_05618,
group_2818,,hypothetical protein,,,AEDCGGIJ_01189,FPEEIIMM_01250,,,,,,,,,,,,,,PJHHOHPP_03220,,,
